Name,Department,Overall_Rating,Difficulty,Would_Take_Again_Pct,Num_Ratings,RMP_ID,RMP_URL
Deneen Long-White,Health Science,3.5,2,50%,35,981028,https://www.ratemyprofessors.com/professor/981028
Elisa OH,English,4.3,2.9,100%,13,1461731,https://www.ratemyprofessors.com/professor/1461731
Siri Konje-Nukenine,Mathematics,2,3.3,14.8148%,27,2640608,https://www.ratemyprofessors.com/professor/2640608
Dinari Harris,Chemistry,3.6,4,66.6667%,27,2211792,https://www.ratemyprofessors.com/professor/2211792
Theodros Tadese,Biology,4.3,1.6,93.75%,16,2956030,https://www.ratemyprofessors.com/professor/2956030
David Dixon,Political Science,2.4,3.4,28.5714%,14,2295160,https://www.ratemyprofessors.com/professor/2295160
Sadia Yasmin,English,5,1.5,100%,13,2786365,https://www.ratemyprofessors.com/professor/2786365
Milton Yates,Physical Education,5,1.4,100%,7,3048261,https://www.ratemyprofessors.com/professor/3048261
Michael Roy,Communication,5,3,100%,1,2919290,https://www.ratemyprofessors.com/professor/2919290
Cristiano Reis,Engineering,5,2,100%,1,3143174,https://www.ratemyprofessors.com/professor/3143174
Joshua Myers,African-American Studies,3.7,2.9,54.0541%,44,1899090,https://www.ratemyprofessors.com/professor/1899090
Khaled Sayed,Languages,4.6,1.8,100%,10,3004339,https://www.ratemyprofessors.com/professor/3004339
Tegan  White-Nesbitt,Humanities,3.5,1,75%,4,3101723,https://www.ratemyprofessors.com/professor/3101723
Ana da Silva,Economics,5,1.5,100%,2,2766522,https://www.ratemyprofessors.com/professor/2766522
Catalina Villar Ruiz,Spanish,5,2.3,100%,12,2316467,https://www.ratemyprofessors.com/professor/2316467
Ben Fred-Mensah,Political Science,4.5,1.6,100%,24,580001,https://www.ratemyprofessors.com/professor/580001
Lennox Yearwood,Sociology,2.6,3.3,25%,36,1793781,https://www.ratemyprofessors.com/professor/1793781
Valethia Watkins,African Studies,4.3,1.9,91.3043%,32,1683078,https://www.ratemyprofessors.com/professor/1683078
Corey Lamont,English,4.6,2.7,100%,22,1456463,https://www.ratemyprofessors.com/professor/1456463
Sia Rose-Robinson,Business,3.5,2.9,56.25%,16,2187017,https://www.ratemyprofessors.com/professor/2187017
Josephine Dawuni,Political Science,2.3,4.3,25%,16,2431670,https://www.ratemyprofessors.com/professor/2431670
Viola Torkornoo,Communication,2.3,3.2,25%,16,2839388,https://www.ratemyprofessors.com/professor/2839388
Travis Xavier,Theater,5,1.2,100%,5,3092686,https://www.ratemyprofessors.com/professor/3092686
Lila Ammons,African Studies,1.9,4.1,7.1429%,57,1399976,https://www.ratemyprofessors.com/professor/1399976
Orrieann Florius,English,4.1,2.8,75%,16,2380711,https://www.ratemyprofessors.com/professor/2380711
Ginger Hunter,Biology,4.3,2.3,100%,3,3126775,https://www.ratemyprofessors.com/professor/3126775
Yasmin Degout,English,3.3,3.4,66.6667%,22,296116,https://www.ratemyprofessors.com/professor/296116
John Harris,English,4.8,2,100%,19,2434383,https://www.ratemyprofessors.com/professor/2434383
Nicole Jenkins,Sociology,4.5,1.8,100%,6,2654281,https://www.ratemyprofessors.com/professor/2654281
Terri Dilmore,Psychology,4.8,2.2,100%,5,3102815,https://www.ratemyprofessors.com/professor/3102815
Krista Johnson,Women's Studies,4,1.8,50%,4,2867689,https://www.ratemyprofessors.com/professor/2867689
Glenwood  Elam,Accounting,1.9,3.3,30.7692%,13,2907537,https://www.ratemyprofessors.com/professor/2907537
Monique Williams,Education,1,5,0%,3,2891787,https://www.ratemyprofessors.com/professor/2891787
Benjamin Baker,History,4.7,2.3,89.4737%,19,2945062,https://www.ratemyprofessors.com/professor/2945062
Samuel Paschall,Business,3.2,4.2,39.2857%,45,25762,https://www.ratemyprofessors.com/professor/25762
Marie-Line Sephocle,Languages,3.9,2.6,56.25%,33,388497,https://www.ratemyprofessors.com/professor/388497
Cyrus Hampton,English,4.8,1.9,96.4286%,28,2290618,https://www.ratemyprofessors.com/professor/2290618
Judy Singletary,Sociology,3.3,2.8,62.5%,24,2323271,https://www.ratemyprofessors.com/professor/2323271
John-Harold Ahiable,Economics,1.9,2.9,17.3913%,23,2373270,https://www.ratemyprofessors.com/professor/2373270
Carmen Moten,Psychology,4.6,1.6,92.3077%,20,1349793,https://www.ratemyprofessors.com/professor/1349793
Liang-Yan Yu,Sociology,4.3,1.3,100%,3,2510776,https://www.ratemyprofessors.com/professor/2510776
Gossa Fao/Dare,Chemistry,4.4,2.6,88.2353%,17,3098784,https://www.ratemyprofessors.com/professor/3098784
Canice Enyiaka,African Studies,4.3,2.3,100%,4,2807982,https://www.ratemyprofessors.com/professor/2807982
Leroy Rowe,Mathematics,4.6,2.7,90.9091%,35,2086063,https://www.ratemyprofessors.com/professor/2086063
Kapriatta Jenkins,Communication,3.9,2.3,76.1905%,21,2637468,https://www.ratemyprofessors.com/professor/2637468
Aaron Camp,African-American Studies,4.9,1.7,100%,11,2983500,https://www.ratemyprofessors.com/professor/2983500
Neosho Ponder,Communication,3.2,2.2,100%,11,1682891,https://www.ratemyprofessors.com/professor/1682891
Anupam Kumar,Business,1.8,4.4,20%,10,2490285,https://www.ratemyprofessors.com/professor/2490285
Brandale Mills,Communication,4,1.9,40%,9,1897136,https://www.ratemyprofessors.com/professor/1897136
Thomas Hardy,Biology,4.7,2.7,100%,3,2752820,https://www.ratemyprofessors.com/professor/2752820
Gavette Duncan,Communication,5,1,100%,1,3152839,https://www.ratemyprofessors.com/professor/3152839
Nicholas Seifert,English,4.5,2.3,96.1538%,37,1932552,https://www.ratemyprofessors.com/professor/1932552
Shana O'Connell,Classics,4.6,2.3,91.6667%,24,2082291,https://www.ratemyprofessors.com/professor/2082291
Gregory Carr,African-American Studies,3.8,2.7,60.8696%,23,2362703,https://www.ratemyprofessors.com/professor/2362703
Courtney Robinson,Biology,2.5,4.4,33.3333%,21,1698686,https://www.ratemyprofessors.com/professor/1698686
Alexandra Rodriguez,Sociology,5,1.8,100%,17,3051468,https://www.ratemyprofessors.com/professor/3051468
Ayana Best,Political Science,3,2.4,50%,8,2839608,https://www.ratemyprofessors.com/professor/2839608
Adenike Adegoke,Communication,4.2,1.8,83.3333%,6,2848242,https://www.ratemyprofessors.com/professor/2848242
Timothy Myers,Mathematics,4,3,84%,27,1883133,https://www.ratemyprofessors.com/professor/1883133
Darren Bernal,Psychology,4.6,3.4,91.6667%,12,2950068,https://www.ratemyprofessors.com/professor/2950068
Malick Kabe,Mathematics,2.6,3.4,30%,10,2731054,https://www.ratemyprofessors.com/professor/2731054
Esther Lisanza,African Studies,3.3,3.9,44.4444%,9,2369603,https://www.ratemyprofessors.com/professor/2369603
Barbara Chin,English,2.8,4,37.5%,8,2310868,https://www.ratemyprofessors.com/professor/2310868
Dr Bahar Eftekhari,Business,3.7,2.7,71.4286%,7,3033765,https://www.ratemyprofessors.com/professor/3033765
Tibebu Getachew,Physics,2.4,3,14.2857%,7,2932230,https://www.ratemyprofessors.com/professor/2932230
Alexis Williams,Health & Human Performance,3,3,50%,2,2793598,https://www.ratemyprofessors.com/professor/2793598
Barbra Elisabeth Chin,English,1,4,0%,1,2528902,https://www.ratemyprofessors.com/professor/2528902
Tiffanie Jones,Social Work,1.2,4.8,0%,6,2839069,https://www.ratemyprofessors.com/professor/2839069
Toni Smith,Mathematics,5,1.5,100%,2,2903616,https://www.ratemyprofessors.com/professor/2903616
Dr Rhadi Ferguson,Health & Human Performance,4.3,1.3,75%,4,3094849,https://www.ratemyprofessors.com/professor/3094849
Crepin Mahop,Mathematics,2.8,3.2,33.3333%,54,292464,https://www.ratemyprofessors.com/professor/292464
Robin Sulkosky,English,4.8,2,100%,28,1917362,https://www.ratemyprofessors.com/professor/1917362
Carolyn Carolyn,Nursing,4.3,4,100%,2,1727724,https://www.ratemyprofessors.com/professor/1727724
Joslynn White,Communication,5,2,-1%,1,3100113,https://www.ratemyprofessors.com/professor/3100113
Clarke Randolph,Music,3.5,2.9,63.7931%,58,2739776,https://www.ratemyprofessors.com/professor/2739776
Arti Mehta,Classics,3.3,3.4,50%,26,1531145,https://www.ratemyprofessors.com/professor/1531145
Broderick Eribo,Biology,2.1,4.2,25%,21,819237,https://www.ratemyprofessors.com/professor/819237
Richard Dixon,Psychology,4.9,1.8,100%,8,2936889,https://www.ratemyprofessors.com/professor/2936889
Lewis Lott,Chemistry,4.5,1.5,75%,4,2891229,https://www.ratemyprofessors.com/professor/2891229
Galina Talanova,Chemistry,4.7,2.5,92.8571%,31,820551,https://www.ratemyprofessors.com/professor/820551
David Reed,History,4.8,1.2,100%,25,2492490,https://www.ratemyprofessors.com/professor/2492490
Bernard Walker,Ethnic Studies,1.8,4.4,5%,20,2684002,https://www.ratemyprofessors.com/professor/2684002
Nkonko Kamwangamalu,English,4.2,2.7,77.7778%,12,1199657,https://www.ratemyprofessors.com/professor/1199657
Sabrina  Evans,English,4.4,2.8,87.5%,8,2943993,https://www.ratemyprofessors.com/professor/2943993
Narenda Rustagi,Information Science,1.5,4.2,0%,6,2642581,https://www.ratemyprofessors.com/professor/2642581
Katherine Norris,Education,4.3,2.3,66.6667%,3,3047684,https://www.ratemyprofessors.com/professor/3047684
Charles Pugh,Management,2,2,0%,2,3008843,https://www.ratemyprofessors.com/professor/3008843
John  Ojumu,Biology,5,2,-1%,1,2945659,https://www.ratemyprofessors.com/professor/2945659
Raslan Moutraji,Languages,4,2.4,100%,26,737967,https://www.ratemyprofessors.com/professor/737967
Hawazin Alghamdi,Physics,4.3,1.9,85.7143%,7,2406409,https://www.ratemyprofessors.com/professor/2406409
Hyung Bae,Engineering,4.7,2.7,80%,6,2686512,https://www.ratemyprofessors.com/professor/2686512
Peter Bofah,Engineering,1,3.8,0%,6,2107878,https://www.ratemyprofessors.com/professor/2107878
Michael  Merrick ,Health & Human Performance,5,2,100%,2,3124207,https://www.ratemyprofessors.com/professor/3124207
Elizabeth Asiedu,Economics,4,2,100%,1,2793345,https://www.ratemyprofessors.com/professor/2793345
Curdella Forbes,English,1.9,4.6,11.7647%,33,547598,https://www.ratemyprofessors.com/professor/547598
Gerald  Daniels ,Economics,4.3,3.3,70%,15,1944475,https://www.ratemyprofessors.com/professor/1944475
Darlene Taylor,English,2.9,3.1,41.6667%,13,2534659,https://www.ratemyprofessors.com/professor/2534659
Michael Thomas,Biology,1.8,4.7,30%,10,2201045,https://www.ratemyprofessors.com/professor/2201045
phronie  jackson,Health & Human Performance,2,1,100%,1,3131176,https://www.ratemyprofessors.com/professor/3131176
Alicia  Battle,Health Science,3.4,1,60%,5,3014384,https://www.ratemyprofessors.com/professor/3014384
Tunisha Singleton,Psychology,5,1,100%,1,3132036,https://www.ratemyprofessors.com/professor/3132036
Claudia Mouamba,Chemistry,4.1,3,80.9524%,21,2253955,https://www.ratemyprofessors.com/professor/2253955
Andria Hill,Accounting,3.2,4.2,60%,10,2732188,https://www.ratemyprofessors.com/professor/2732188
Richard Seltzer,Political Science,2.4,3.7,23.0769%,18,1496115,https://www.ratemyprofessors.com/professor/1496115
shaolei Teng,Biology,2.5,2.5,16.6667%,6,2289650,https://www.ratemyprofessors.com/professor/2289650
Mercedes Tibbits,Spanish,5,2,100%,2,2504171,https://www.ratemyprofessors.com/professor/2504171
Ronil Hira,Political Science,3.8,2.8,87.5%,16,2215185,https://www.ratemyprofessors.com/professor/2215185
Jagir Patel,Political Science,5,2.3,100%,4,2977614,https://www.ratemyprofessors.com/professor/2977614
Felix Sanchez,Criminal Justice,4.6,1.6,90%,10,2889561,https://www.ratemyprofessors.com/professor/2889561
Joseph Jebari,Philosophy,4.2,2.6,60%,5,2754107,https://www.ratemyprofessors.com/professor/2754107
Chunmei Liu,Computer Science,2.3,4.3,33.3333%,3,2937922,https://www.ratemyprofessors.com/professor/2937922
Flordeliz  Bugarin,Anthropology,2.4,4,11.1111%,19,1928675,https://www.ratemyprofessors.com/professor/1928675
Ratna Dey,Accounting,4.4,3.1,87.5%,8,2638709,https://www.ratemyprofessors.com/professor/2638709
Dan Feng,Engineering,5,2.2,100%,5,3047744,https://www.ratemyprofessors.com/professor/3047744
Kay Wright,History,3.5,3.5,50%,2,2629824,https://www.ratemyprofessors.com/professor/2629824
Lynne Kelly,Finance,3.8,3.3,69.2308%,16,1234395,https://www.ratemyprofessors.com/professor/1234395
Amyr Joyner,Music,3,2,50%,2,2971203,https://www.ratemyprofessors.com/professor/2971203
Phiwokuhle Mnyandu,African Studies,4.9,2.1,100%,31,2178797,https://www.ratemyprofessors.com/professor/2178797
Heidi Gerber-Salins,Communication,2.2,3.4,0%,5,2545824,https://www.ratemyprofessors.com/professor/2545824
Byron Henry,Accounting,3.3,3.5,60%,89,122201,https://www.ratemyprofessors.com/professor/122201
Ronald Anderson,Art,4.8,1,100%,4,1491126,https://www.ratemyprofessors.com/professor/1491126
Carlos Buskey,Computer Information Systems,3.2,3.4,57.6923%,26,2187014,https://www.ratemyprofessors.com/professor/2187014
Kamal Barley,Mathematics,2,4,19.0476%,21,2949382,https://www.ratemyprofessors.com/professor/2949382
B. Amarilis Lugo De Fabritz,Languages,3,3.2,20%,19,820549,https://www.ratemyprofessors.com/professor/820549
Gabriel Ayine,Mathematics,2.9,2.5,70.5882%,17,2550395,https://www.ratemyprofessors.com/professor/2550395
Antoinette Barksdale,English,3.8,2.8,66.6667%,9,1673902,https://www.ratemyprofessors.com/professor/1673902
 Joseph Williams,Chemistry,5,2.3,100%,3,3065849,https://www.ratemyprofessors.com/professor/3065849
Candace Bond-Theriault,Sociology,5,1,100%,1,2896013,https://www.ratemyprofessors.com/professor/2896013
Samuel Akinribade,Accounting,4.5,3.2,94.0678%,236,2840599,https://www.ratemyprofessors.com/professor/2840599
Sankar Sitaraman,Mathematics,2,3.8,38.8889%,36,490959,https://www.ratemyprofessors.com/professor/490959
John Stigall,Philosophy,5,1.8,100%,23,2836896,https://www.ratemyprofessors.com/professor/2836896
Roberto Perez,Languages,4.9,2.2,100%,13,2787299,https://www.ratemyprofessors.com/professor/2787299
Caroline Stark,Classics,3,3.9,0%,12,1894254,https://www.ratemyprofessors.com/professor/1894254
Maria Papaioannou,Humanities,4.9,1.2,100%,10,2873253,https://www.ratemyprofessors.com/professor/2873253
Leonard Muaka,Languages,4.2,2.7,100%,6,2297942,https://www.ratemyprofessors.com/professor/2297942
Mohammad Mahmood,Mathematics,1.8,4.1,6.6667%,43,485699,https://www.ratemyprofessors.com/professor/485699
Eric Che,Mathematics,4.9,1.2,100%,11,2788489,https://www.ratemyprofessors.com/professor/2788489
Etsuko Yamakita,Languages,4.9,2.1,100%,9,2397153,https://www.ratemyprofessors.com/professor/2397153
Joseph Wilkins,Science,4.5,1,100%,2,3094231,https://www.ratemyprofessors.com/professor/3094231
Valora Bishop,Health & Human Performance,2,3.4,18.1818%,11,2827209,https://www.ratemyprofessors.com/professor/2827209
Brunilda Fabritz,Languages,3.2,3.5,28.5714%,11,1169942,https://www.ratemyprofessors.com/professor/1169942
Tia Tyree,Communication,2.8,3.8,50%,5,1976722,https://www.ratemyprofessors.com/professor/1976722
Jeffrey Kerr-Ritchie,History,4.4,3,50%,16,1209264,https://www.ratemyprofessors.com/professor/1209264
Keta  Newborn,Theater,2,3,0%,1,2883771,https://www.ratemyprofessors.com/professor/2883771
Dimiter Kirilov,Philosophy,3.8,2.5,72%,25,2215626,https://www.ratemyprofessors.com/professor/2215626
Monique Akassi,English,4.4,1.6,100%,10,2665537,https://www.ratemyprofessors.com/professor/2665537
Aaron Livingston,Health & Human Performance,1.3,2,0%,4,3048011,https://www.ratemyprofessors.com/professor/3048011
Sidi Maiga,Physics,4.3,2,88.8889%,9,2662906,https://www.ratemyprofessors.com/professor/2662906
Ariane  Ngabeu,Languages,3,2.5,50%,2,2998825,https://www.ratemyprofessors.com/professor/2998825
Amir Maleki,Mathematics,2.1,3.9,37.5%,31,819245,https://www.ratemyprofessors.com/professor/819245
Panda Kamara,Mathematics,2.7,3.6,100%,9,724944,https://www.ratemyprofessors.com/professor/724944
Dharmarah Veeraraghavan,Chemistry,4.4,3.5,90.9091%,44,1111004,https://www.ratemyprofessors.com/professor/1111004
Dewayne Dixon,Mathematics,2.6,4.7,40%,10,2733202,https://www.ratemyprofessors.com/professor/2733202
anaheed al-harden,Sociology,2.1,3.9,33.3333%,9,2905025,https://www.ratemyprofessors.com/professor/2905025
Katherine Manuel,Nutritional Sciences,4,2.8,75%,4,2467820,https://www.ratemyprofessors.com/professor/2467820
Josepha Nelson,Africana Studies,4.5,1,100%,2,3095425,https://www.ratemyprofessors.com/professor/3095425
Andria Smythe,Economics,4.2,3,72.2222%,18,2443573,https://www.ratemyprofessors.com/professor/2443573
Catherine Quinlan,Education,1.6,3.2,20%,5,2745860,https://www.ratemyprofessors.com/professor/2745860
Jennifer Thomas,Journalism,3,4.3,50%,4,2194147,https://www.ratemyprofessors.com/professor/2194147
Marie-Claude Jipguep,Sociology,3.6,3.2,33.3333%,18,925555,https://www.ratemyprofessors.com/professor/925555
Idit Dvir,Communication,4.2,4.2,85.7143%,10,1339655,https://www.ratemyprofessors.com/professor/1339655
Angela Jones,Computer Information Systems,3.5,2.5,50%,2,2482417,https://www.ratemyprofessors.com/professor/2482417
Alicia Renix,Education,0,0,-1%,0,3118659,https://www.ratemyprofessors.com/professor/3118659
Amat Jeng,African Studies,5,1,100%,1,3117986,https://www.ratemyprofessors.com/professor/3117986
James Hodge,Accounting,4.7,3.3,91.3043%,23,2745443,https://www.ratemyprofessors.com/professor/2745443
Algris Bolton,Spanish,4,2,0%,3,1982344,https://www.ratemyprofessors.com/professor/1982344
Zoe Parker,Biology,1.2,4.5,0%,6,3004793,https://www.ratemyprofessors.com/professor/3004793
Caitlin Lee,English,4.7,1.5,83.3333%,6,2964252,https://www.ratemyprofessors.com/professor/2964252
Arvilla Payne-Jackson,Anthropology,4.6,2,87.5%,17,810613,https://www.ratemyprofessors.com/professor/810613
Deyonna Grant,Psychology,4,2.7,77.7778%,9,2784641,https://www.ratemyprofessors.com/professor/2784641
Patrice Wright,Sociology,5,2.7,100%,3,2976396,https://www.ratemyprofessors.com/professor/2976396
Nikole Hannah-Jones,Journalism,1.7,4.7,0%,3,3083078,https://www.ratemyprofessors.com/professor/3083078
Charles Verharen,Philosophy,2.9,4.6,28.5714%,25,547584,https://www.ratemyprofessors.com/professor/547584
Tia Dickerson,Sociology,5,1,100%,1,3111614,https://www.ratemyprofessors.com/professor/3111614
Tony Medina,English,4.3,2,70%,26,479973,https://www.ratemyprofessors.com/professor/479973
Sheneese Thompson,African-American Studies,5,3,100%,4,3045756,https://www.ratemyprofessors.com/professor/3045756
Eric Kadenge,Communication,3.6,2.1,55.5556%,9,2944044,https://www.ratemyprofessors.com/professor/2944044
Andrea Young,Fine Arts,5,3,100%,1,2622414,https://www.ratemyprofessors.com/professor/2622414
